vrsta,otok,spol,prehrana,dob,zdravlje,godina,kljun_duljina,kljun_dubina,peraja_duljina,masa,visina
Adelie,Biscoe,muzjak,riba,juvenilni,pretili,2024,55.9,18.7,217,5862,78.62
Adelie,Biscoe,muzjak,riba,juvenilni,pretili,2024,56.3,18.5,211,5416,74.16
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,35.5,18.8,190,3677,56.77
Adelie,Biscoe,zenka,kril,juvenilni,pretili,2024,28.7,14.2,185,4481,64.81
Adelie,Biscoe,zenka,kril,juvenilni,pretili,2024,25.4,16.6,161,4745,67.45
Adelie,Biscoe,muzjak,kril,odrasli,zdravi,2024,30.4,19.1,209,5796,77.96
Adelie,Biscoe,muzjak,kril,juvenilni,pothranjeni,2024,33,15.7,205,3580,55.8
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,26.5,15.5,179,3656,56.56
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,23.9,19.1,175,3688,56.88
Adelie,Biscoe,zenka,kril,juvenilni,zdravi,2024,31.3,18.2,171,4264,62.64
Adelie,Biscoe,zenka,kril,odrasli,pretili,2024,26.2,19.4,188,5090,70.9
Adelie,Biscoe,zenka,kril,juvenilni,pretili,2024,24.1,17.5,207,4517,65.17
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,29,13.3,175,3500,55
Adelie,Biscoe,zenka,kril,odrasli,zdravi,2024,35.7,18,186,4701,67.01
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,22.8,23.5,195,3156,51.56
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,21.8,17.4,165,3636,56.36
Adelie,Biscoe,zenka,kril,juvenilni,zdravi,2024,21.7,17.8,189,4058,60.58
Adelie,Biscoe,zenka,kril,odrasli,zdravi,2024,27,15.2,188,4762,67.62
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,27.1,16.5,167,3424,54.24
Adelie,Biscoe,zenka,kril,odrasli,zdravi,2024,30.1,18.3,201,4530,65.3
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,30.9,15.5,170,3010,50.1
Adelie,Biscoe,zenka,kril,juvenilni,zdravi,2024,24.3,18.1,174,4034,60.34
Adelie,Biscoe,zenka,kril,odrasli,zdravi,2024,24.5,18.1,201,4441,64.41
Adelie,Biscoe,zenka,kril,juvenilni,zdravi,2024,23.1,15.6,188,4272,62.72
Adelie,Biscoe,zenka,kril,odrasli,pothranjeni,2024,31.4,16.1,195,4074,60.74
Adelie,Biscoe,zenka,kril,odrasli,zdravi,2024,30.9,16.8,221,4335,63.35
Adelie,Biscoe,zenka,kril,odrasli,pothranjeni,2024,35.9,17,207,3710,57.1
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,24.5,16.3,181,3453,54.53
Adelie,Biscoe,zenka,kril,juvenilni,zdravi,2024,31.6,16,175,3757,57.57
Adelie,Biscoe,zenka,kril,odrasli,zdravi,2024,37.4,17.7,202,4714,67.14
Adelie,Biscoe,zenka,kril,juvenilni,pothranjeni,2024,28.2,13.6,188,3444,54.44
Adelie,Biscoe,muzjak,kril,juvenilni,pretili,2024,22.3,15.8,187,5209,72.09
Adelie,Biscoe,muzjak,kril,juvenilni,pretili,2024,30.9,21.2,187,6064,80.64
Adelie,Biscoe,muzjak,kril,juvenilni,zdravi,2024,29.5,22.1,241,4847,68.47
Adelie,Biscoe,muzjak,kril,juvenilni,zdravi,2024,27.3,17.8,181,4791,67.91
Adelie,Biscoe,muzjak,kril,juvenilni,zdravi,2024,29.6,17.2,186,4696,66.96
Adelie,Biscoe,muzjak,kril,juvenilni,zdravi,2024,32.8,17.6,190,4868,68.68
Adelie,Biscoe,muzjak,kril,juvenilni,pothranjeni,2024,38.4,16.5,186,4337,63.37
Adelie,Biscoe,muzjak,kril,juvenilni,pothranjeni,2024,23.8,15.7,213,3720,57.2
Adelie,Biscoe,muzjak,kril,odrasli,zdravi,2024,33.8,19.1,215,5264,72.64
Adelie,Biscoe,muzjak,kril,odrasli,pothranjeni,2024,38,21.2,239,4592,65.92
Adelie,Biscoe,muzjak,kril,juvenilni,pretili,2024,25.4,15.7,219,5139,71.39
Adelie,Biscoe,muzjak,kril,juvenilni,pothranjeni,2024,27.3,18.2,195,4419,64.19
Adelie,Biscoe,muzjak,kril,juvenilni,pothranjeni,2024,25.9,15.8,190,4050,60.5
Adelie,Biscoe,muzjak,kril,juvenilni,pothranjeni,2024,18.8,19.1,170,4329,63.29
Adelie,Biscoe,muzjak,kril,odrasli,pothranjeni,2024,33.5,18,191,5060,70.6
Adelie,Biscoe,muzjak,kril,odrasli,zdravi,2024,24,21.2,207,5833,78.33
Adelie,Biscoe,muzjak,kril,odrasli,pothranjeni,2024,37.5,20.1,202,4967,69.67
Adelie,Biscoe,muzjak,kril,juvenilni,zdravi,2024,20.8,15.9,207,4934,69.34
Adelie,Biscoe,muzjak,kril,juvenilni,zdravi,2024,28,21.5,211,4757,67.57
Adelie,Biscoe,muzjak,kril,juvenilni,pothranjeni,2024,25,18.3,225,4235,62.35
Adelie,Biscoe,zenka,roditelji,pilic,pretili,2024,35.3,9.7,170,3342,53.42
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,32.1,18.1,179,2903,49.03
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,30.2,13.7,143,2840,48.4
Adelie,Biscoe,zenka,roditelji,pilic,pothranjeni,2024,34.2,16.7,185,2791,47.91
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,21.7,16.9,168,3017,50.17
Adelie,Biscoe,zenka,roditelji,pilic,pothranjeni,2024,32.9,16.8,174,2797,47.97
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,36.9,12.2,165,2857,48.57
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,24.3,17,174,3160,51.6
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,28.7,14.1,173,3090,50.9
Adelie,Biscoe,zenka,roditelji,pilic,pothranjeni,2024,20.8,14.8,159,2731,47.31
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,28.4,14.8,166,3145,51.45
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,27.3,13.8,175,3007,50.07
Adelie,Biscoe,zenka,roditelji,pilic,pretili,2024,39.1,14.4,185,3227,52.27
Adelie,Biscoe,zenka,roditelji,pilic,pretili,2024,28.2,15.3,166,3284,52.84
Adelie,Biscoe,zenka,roditelji,pilic,pothranjeni,2024,32,13.1,157,2678,46.78
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,37.3,11.7,174,3153,51.53
Adelie,Biscoe,zenka,roditelji,pilic,pretili,2024,19.6,16.8,167,3327,53.27
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,31.2,15.6,178,3042,50.42
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,25,11.3,162,3138,51.38
Adelie,Biscoe,zenka,roditelji,pilic,zdravi,2024,25.1,15.8,156,3045,50.45
Adelie,Biscoe,muzjak,roditelji,pilic,pretili,2024,28.7,15.2,203,3860,58.6
Adelie,Biscoe,muzjak,roditelji,pilic,pothranjeni,2024,27.8,14.7,176,3108,51.08
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,39.1,13.5,207,3598,55.98
Adelie,Biscoe,muzjak,roditelji,pilic,pretili,2024,48.6,14.4,178,3868,58.68
Adelie,Biscoe,muzjak,roditelji,pilic,pothranjeni,2024,37.3,13.3,187,3323,53.23
Adelie,Biscoe,muzjak,roditelji,pilic,pothranjeni,2024,27.4,16.5,184,3379,53.79
Adelie,Biscoe,muzjak,roditelji,pilic,pretili,2024,28.3,18.4,186,4125,61.25
Adelie,Biscoe,muzjak,roditelji,pilic,pothranjeni,2024,37.9,15.7,183,3257,52.57
Adelie,Biscoe,muzjak,roditelji,pilic,pretili,2024,31.3,16.9,197,3825,58.25
Adelie,Biscoe,muzjak,roditelji,pilic,pretili,2024,27.2,15.3,203,3811,58.11
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,42.2,14.6,188,3694,56.94
Adelie,Biscoe,muzjak,roditelji,pilic,pretili,2024,40,17.9,188,3902,59.02
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,25.7,16.2,199,3490,54.9
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,35.2,17.8,188,3552,55.52
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,37.5,18.7,199,3480,54.8
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,34.6,18.7,191,3581,55.81
Adelie,Biscoe,muzjak,roditelji,pilic,pretili,2024,38,17.4,185,4161,61.61
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,27.4,15.5,189,3664,56.64
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,26.4,13.6,207,3653,56.53
Adelie,Biscoe,muzjak,roditelji,pilic,pothranjeni,2024,38.4,18,187,3049,50.49
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,32.8,11.6,182,3572,55.72
Adelie,Biscoe,muzjak,roditelji,pilic,zdravi,2024,36.1,14.5,211,3479,54.79
Adelie,Biscoe,zenka,lignje,odrasli,pretili,2024,41.8,18.4,224,5171,71.71
Adelie,Biscoe,zenka,lignje,odrasli,zdravi,2024,39.1,18,189,4922,69.22
Adelie,Biscoe,muzjak,lignje,odrasli,zdravi,2024,51.8,20,239,5157,71.57
Adelie,Biscoe,muzjak,lignje,odrasli,pothranjeni,2024,53.8,18.5,213,4532,65.32
Adelie,Biscoe,muzjak,lignje,juvenilni,pretili,2024,47.2,18.3,190,6216,82.16
Adelie,Biscoe,muzjak,lignje,odrasli,zdravi,2024,55.5,23.7,244,5130,71.3
Adelie,Biscoe,muzjak,lignje,odrasli,zdravi,2024,44.1,21.1,232,5219,72.19
Adelie,Dream,zenka,riba,juvenilni,zdravi,2024,48.3,19.6,203,4202,62.02
Adelie,Dream,zenka,riba,juvenilni,pretili,2024,56.2,16,194,4854,68.54
Adelie,Dream,zenka,riba,juvenilni,pretili,2024,51.7,16.2,213,4856,68.56
Adelie,Dream,zenka,riba,odrasli,zdravi,2024,66,16.4,246,4819,68.19
Adelie,Dream,zenka,riba,juvenilni,pretili,2024,46.6,19.1,213,5626,76.26
Adelie,Dream,zenka,riba,odrasli,pretili,2024,54.9,19.3,237,5424,74.24
Adelie,Dream,zenka,riba,odrasli,pretili,2024,48.3,21.3,207,6426,84.26
Adelie,Dream,zenka,riba,odrasli,pretili,2024,66.4,18.1,257,5146,71.46
Adelie,Dream,zenka,riba,juvenilni,pretili,2024,33.3,15.7,263,4979,69.79
Adelie,Dream,zenka,riba,odrasli,pretili,2024,55.4,20.5,223,5438,74.38
Adelie,Dream,muzjak,riba,odrasli,zdravi,2024,65,19.4,256,5920,79.2
Adelie,Dream,muzjak,riba,juvenilni,pretili,2024,35.8,18.9,240,5470,74.7
Adelie,Dream,muzjak,riba,juvenilni,pretili,2024,53.7,16.6,219,5711,77.11
Adelie,Dream,muzjak,riba,odrasli,pretili,2024,48.6,18.4,258,7273,92.73
Adelie,Dream,muzjak,riba,odrasli,pretili,2024,65.9,23.8,254,6318,83.18
Adelie,Dream,muzjak,riba,odrasli,zdravi,2024,78.4,18.9,259,5445,74.45
Adelie,Dream,muzjak,riba,juvenilni,pretili,2024,46.7,16.8,228,5368,73.68
Adelie,Dream,muzjak,riba,juvenilni,pretili,2024,50.7,15.8,256,5228,72.28
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,30,21.8,197,4685,66.85
Adelie,Dream,muzjak,kril,odrasli,pothranjeni,2024,37,18.6,213,4592,65.92
Adelie,Dream,zenka,kril,odrasli,pothranjeni,2024,41.4,19.3,182,3983,59.83
Adelie,Dream,zenka,kril,juvenilni,pothranjeni,2024,26.2,21.4,187,3548,55.48
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,19.6,15.9,169,3981,59.81
Adelie,Dream,zenka,kril,odrasli,pretili,2024,23.6,18.2,216,5734,77.34
Adelie,Dream,zenka,kril,odrasli,pothranjeni,2024,28.4,19.1,204,3741,57.41
Adelie,Dream,zenka,kril,juvenilni,pothranjeni,2024,31.3,15.7,187,3346,53.46
Adelie,Dream,zenka,kril,odrasli,pothranjeni,2024,29.8,23.4,198,3842,58.42
Adelie,Dream,zenka,kril,juvenilni,pothranjeni,2024,26.6,19,202,3403,54.03
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,25.2,18.4,191,3861,58.61
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,31.8,21.2,155,3879,58.79
Adelie,Dream,zenka,kril,juvenilni,pothranjeni,2024,27.1,20.4,178,3665,56.65
Adelie,Dream,zenka,kril,juvenilni,pothranjeni,2024,30.8,17.2,179,3413,54.13
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,21.2,16.4,187,3960,59.6
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,21.3,16.4,181,4037,60.37
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,32.4,15.9,165,3792,57.92
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,34,16.6,191,4299,62.99
Adelie,Dream,zenka,kril,juvenilni,pothranjeni,2024,27.9,16,172,3122,51.22
Adelie,Dream,zenka,kril,odrasli,pothranjeni,2024,35.4,16.7,207,4026,60.26
Adelie,Dream,zenka,kril,juvenilni,pretili,2024,25.6,12.2,186,4508,65.08
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,24.2,19.1,179,4040,60.4
Adelie,Dream,zenka,kril,odrasli,zdravi,2024,22,13.7,187,4630,66.3
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,28.4,17.7,172,3923,59.23
Adelie,Dream,zenka,kril,juvenilni,pretili,2024,31.8,18.9,175,4698,66.98
Adelie,Dream,zenka,kril,juvenilni,zdravi,2024,25.7,17.9,199,3765,57.65
Adelie,Dream,zenka,kril,odrasli,zdravi,2024,30.6,18.7,209,4706,67.06
Adelie,Dream,muzjak,kril,odrasli,zdravi,2024,35.8,20.3,211,5245,72.45
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,32.4,17.6,195,4325,63.25
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,29.9,16.6,193,3932,59.32
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,30.2,19.7,169,3705,57.05
Adelie,Dream,muzjak,kril,odrasli,zdravi,2024,27.6,19.9,204,5210,72.1
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,33.5,18.6,176,4418,64.18
Adelie,Dream,muzjak,kril,odrasli,pothranjeni,2024,31,19.3,221,4589,65.89
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,18.4,17.9,176,4277,62.77
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,35,19.9,192,4937,69.37
Adelie,Dream,muzjak,kril,odrasli,zdravi,2024,23.8,19.1,232,5408,74.08
Adelie,Dream,muzjak,kril,odrasli,pothranjeni,2024,36,18.1,246,4476,64.76
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,26.2,19.2,205,4923,69.23
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,27.3,21.4,216,4837,68.37
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,35.2,18,202,4898,68.98
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,30.1,14.3,163,4142,61.42
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,18.8,18.6,197,4198,61.98
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,27.6,22.5,191,4053,60.53
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,29,16.2,200,4942,69.42
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,30.2,16.1,206,4529,65.29
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,28.6,18.6,197,4912,69.12
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,37,18.9,196,4276,62.76
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,29.6,19.1,182,4816,68.16
Adelie,Dream,muzjak,kril,odrasli,pothranjeni,2024,27.8,21.6,225,5063,70.63
Adelie,Dream,muzjak,kril,juvenilni,pretili,2024,25.8,17.7,218,5392,73.92
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,23.4,17.7,209,4263,62.63
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,29.5,17.3,204,4979,69.79
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,33.7,15,190,4382,63.82
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,28.3,16.9,198,4692,66.92
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,22.4,19.7,188,4568,65.68
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,25.2,20.3,209,4853,68.53
Adelie,Dream,muzjak,kril,odrasli,zdravi,2024,31.3,19,236,5498,74.98
Adelie,Dream,muzjak,kril,odrasli,pothranjeni,2024,29.2,17.5,232,4941,69.41
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,23.5,18.5,179,4297,62.97
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,25.9,15.4,215,4433,64.33
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,28.4,19.3,193,4789,67.89
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,27.6,17.5,221,4390,63.9
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,34.2,15.4,183,4943,69.43
Adelie,Dream,muzjak,kril,juvenilni,zdravi,2024,33.6,19.4,209,4545,65.45
Adelie,Dream,muzjak,kril,juvenilni,pothranjeni,2024,31.7,18,231,4358,63.58
Adelie,Dream,muzjak,kril,odrasli,zdravi,2024,48.1,17.6,207,5155,71.55
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,28.1,11.9,172,3060,50.6
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,27.1,15.6,185,3122,51.22
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,30.6,14.1,156,2961,49.61
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,33.9,15.2,156,2856,48.56
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,30.9,14.5,173,3167,51.67
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,24.5,12.7,172,3066,50.66
Adelie,Dream,zenka,roditelji,pilic,pothranjeni,2024,33.8,14.4,185,2477,44.77
Adelie,Dream,zenka,roditelji,pilic,pretili,2024,34.7,16,160,3385,53.85
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,25.6,14.5,159,3148,51.48
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,34.8,14,189,2924,49.24
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,30.6,11,170,3121,51.21
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,32.4,13.2,162,3084,50.84
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,32.5,13.5,177,3099,50.99
Adelie,Dream,zenka,roditelji,pilic,zdravi,2024,31.4,16.7,150,2826,48.26
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,30.9,15,190,3635,56.35
Adelie,Dream,muzjak,roditelji,pilic,pretili,2024,33.4,13.8,184,3902,59.02
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,31.6,17.7,190,3647,56.47
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,32.7,17.7,188,3668,56.68
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,36.3,19.2,182,3414,54.14
Adelie,Dream,muzjak,roditelji,pilic,pothranjeni,2024,35.2,16.5,191,3293,52.93
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,35,17,191,3425,54.25
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,37.7,13.1,182,3490,54.9
Adelie,Dream,muzjak,roditelji,pilic,pretili,2024,32.9,14.9,204,4075,60.75
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,27.6,13.7,179,3771,57.71
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,31.1,13.1,198,3548,55.48
Adelie,Dream,muzjak,roditelji,pilic,pretili,2024,33.7,17.1,179,3926,59.26
Adelie,Dream,muzjak,roditelji,pilic,pretili,2024,27.8,17.3,187,3893,58.93
Adelie,Dream,muzjak,roditelji,pilic,pretili,2024,30.5,14.2,195,3945,59.45
Adelie,Dream,muzjak,roditelji,pilic,pothranjeni,2024,39.3,17.8,186,3394,53.94
Adelie,Dream,muzjak,roditelji,pilic,zdravi,2024,27.7,13.5,169,3467,54.67
Adelie,Dream,zenka,lignje,odrasli,zdravi,2024,32.4,22,214,4452,64.52
Adelie,Dream,zenka,lignje,odrasli,zdravi,2024,32.2,19.8,219,4437,64.37
Adelie,Dream,zenka,lignje,juvenilni,zdravi,2024,31.8,19.3,197,3749,57.49
Adelie,Dream,zenka,lignje,odrasli,zdravi,2024,42.7,20,218,4866,68.66
Adelie,Dream,zenka,lignje,juvenilni,pretili,2024,33.4,14.8,193,4527,65.27
Adelie,Dream,zenka,lignje,odrasli,pretili,2024,33.6,20.9,216,5069,70.69
Adelie,Dream,zenka,lignje,juvenilni,pretili,2024,32.7,17.8,166,4603,66.03
Adelie,Dream,zenka,lignje,odrasli,pothranjeni,2024,56.7,17,206,4030,60.3
Adelie,Dream,muzjak,lignje,odrasli,pretili,2024,46.1,18.8,254,6131,81.31
Adelie,Dream,muzjak,lignje,juvenilni,zdravi,2024,34.4,23.3,207,4929,69.29
Adelie,Torgensen,zenka,riba,odrasli,pretili,2024,54.2,15,229,6385,83.85
Adelie,Torgensen,zenka,riba,odrasli,pretili,2024,50.6,19,227,6729,87.29
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2024,42.2,20,202,4654,66.54
Adelie,Torgensen,zenka,riba,juvenilni,pretili,2024,44.4,16.2,204,4540,65.4
Adelie,Torgensen,zenka,riba,odrasli,zdravi,2024,56.3,18,220,4289,62.89
Adelie,Torgensen,zenka,riba,juvenilni,zdravi,2024,41.1,15.9,202,4270,62.7
Adelie,Torgensen,zenka,riba,odrasli,pretili,2024,50,20.7,228,5835,78.35
Adelie,Torgensen,zenka,riba,odrasli,pretili,2024,49,19.8,254,5244,72.44
Adelie,Torgensen,zenka,riba,odrasli,pretili,2024,58.1,20.1,244,5567,75.67
Adelie,Torgensen,zenka,riba,odrasli,pretili,2024,45.5,18.6,258,5120,71.2
